there	EX
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x00004371	URI
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0x4371	ER
i	PRP
created	VBD
an	DT
empty	JJ
project	NN
to	TO
try	VB
to	TO
implement	VB
the	DT
slidingmenu	C
from	IN
https	NNS
:	:
//github.com/jfeinstein10/slidingmenu	URI
:	:
when	WRB
i	PRP
run	VBP
my	PRP$
application	NN
,	,
it	PRP
crashes	VBZ
on	IN
start	NN
and	CC
i	PRP
do	VBP
n't	RB
know	VB
what	WP
went	VBD
wrong	JJ
,	,
please	RB
help	VB
!	.
my	PRP$
android	NNP
code	NN
:	.
public	JC
class	JC
_	--
isellcrazystuff	JC
extends	JC
slidingactivity	JC
{	JC
@	JC
override	JC
public	JC
void	JC
oncreate	JC
(	JC
bundle	JC
savedinstancestate	JC
)	JC
{	JC
super	JC
.	JC
oncreate	JC
(	JC
savedinstancestate	JC
)	JC
;	JC
setcontentview	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
activity	JC
__i_sell_crazy_stuff	JC
)	JC
;	JC
settitle	JC
(	JC
r	JC
.	JC
string	JC
.	JC
attach	JC
)	JC
;	JC
slidingmenu	JC
menu	JC
=	JC
new	JC
slidingmenu	JC
(	JC
this	JC
)	JC
;	JC
menu	JC
.	JC
setmode	JC
(	JC
slidingmenu	JC
.	JC
left	JC
)	JC
;	JC
menu	JC
.	JC
settouchmodeabove	JC
(	JC
slidingmenu	JC
.	JC
touchmode_fullscreen	JC
)	JC
;	JC
menu	JC
.	JC
setshadowwidthres	JC
(	JC
r	JC
.	JC
dimen	JC
.	JC
shadow_width	JC
)	JC
;	JC
menu	JC
.	JC
setshadowdrawable	JC
(	JC
r	JC
.	JC
drawable	JC
.	JC
shadow	JC
)	JC
;	JC
menu	JC
.	JC
setbehindoffsetres	JC
(	JC
r	JC
.	JC
dimen	JC
.	JC
slidingmenu_offset	JC
)	JC
;	JC
menu	JC
.	JC
setfadedegree	JC
(	JC
0.35f	JC
)	JC
;	JC
menu	JC
.	JC
attachtoactivity	JC
(	JC
this	JC
,	JC
slidingmenu	JC
.	JC
sliding_content	JC
)	JC
;	JC
menu	JC
.	JC
setmenu	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
menu	JC
)	JC
;	JC
}	JC
}	JC
my	PRP$
logcat	NN
:	.
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.340	ER
:	ER
e	ER
/	ER
trace	ER
(	ER
28664	ER
)	ER
:	ER
error	ER
opening	ER
trace	ER
file	ER
:	ER
no	DT
such	JJ
file	NN
or	CC
directory	NN
(	-LRB-
2	LS
)	-RRB-
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
w	ER
/	ER
dalvikvm	ER
(	ER
28664	ER
)	ER
:	ER
unable	ER
to	ER
resolve	ER
superclass	ER
of	ER
lcom	ER
/	ER
example	ER
/	ER
it3783application	ER
/	ER
_	--
isellcrazystuff	JC
;	JC
(	JC
473	CD
)	-RRB-
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
w	ER
/	ER
dalvikvm	ER
(	ER
28664	ER
)	ER
:	ER
link	NN
of	IN
class	NN
'	''
lcom	ER
/	ER
example	ER
/	ER
it3783application	ER
/	ER
_	--
isellcrazystuff	JC
;	JC
'	''
failed	JJ
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
d	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
shutting	ER
down	ER
vm	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
w	ER
/	ER
dalvikvm	ER
(	ER
28664	ER
)	ER
:	ER
threadid	ER
=	ER
1	ER
:	ER
thread	ER
exiting	ER
with	ER
uncaught	ER
exception	ER
(	ER
group	ER
=	ER
0x4129c930	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
fatal	ER
exception	ER
:	ER
main	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
runtimeexception	ER
:	ER
unable	ER
to	ER
instantiate	ER
activity	ER
componentinfo	ER
{	ER
com	ER
.	ER
example	ER
.	ER
it3783application/com.example.it3783application._isellcrazystuff	ER
}	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
classnotfoundexception	ER
:	ER
didn't	ER
find	ER
class	ER
""	ER
com	ER
.	ER
example	ER
.	ER
it378	ER
3application	ER
._isellcrazystuff"	ER
"	ER
on	ER
path	ER
:	ER
/	ER
data	ER
/	ER
app	ER
/	ER
com	ER
.	ER
example	ER
.	ER
it3783application-1	ER
.	ER
apk	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
performlaunchactivity	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2229	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
handlelaunchactivity	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2363	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
access	NN
$	C
600	C
(	C
activitythread	ER
.	ER
java	ER
:	ER
156	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread$h	ER
.	ER
handlemessage	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
1250	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
handler	ER
.	ER
dispatchmessage	ER
(	ER
handler	ER
.	ER
java	ER
:	ER
99	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
looper	ER
.	ER
loop	ER
(	ER
looper	ER
.	ER
java	ER
:	ER
137	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
main	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
5233	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invokenative	ER
(	ER
native	ER
method	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invoke	ER
(	ER
method	ER
.	ER
java	ER
:	ER
511	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit$methodandargscaller	ER
.	ER
run	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
799	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit	ER
.	ER
main	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
566	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
dalvik	ER
.	ER
system	ER
.	ER
nativestart	ER
.	ER
main	ER
(	ER
native	ER
method	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
caused	ER
by	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
classnotfoundexception	ER
:	ER
didn't	ER
find	ER
class	ER
""	ER
com	ER
.	ER
example	ER
.	ER
it378	ER
3application	ER
._isellcrazystuff"	ER
"	ER
on	ER
path	ER
:	ER
/	ER
data	ER
/	ER
app	ER
/	ER
com	ER
.	ER
example	ER
.	ER
it3783application-1	ER
.	ER
apk	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
dalvik	ER
.	ER
system	ER
.	ER
basedexclassloader	ER
.	ER
findclass	ER
(	ER
basedexclassloader	ER
.	ER
java	ER
:	ER
65	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
classloader	ER
.	ER
loadclass	ER
(	ER
classloader	ER
.	ER
java	ER
:	ER
501	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
classloader	ER
.	ER
loadclass	ER
(	ER
classloader	ER
.	ER
java	ER
:	ER
461	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
instrumentation	ER
.	ER
newactivity	ER
(	ER
instrumentation	ER
.	ER
java	ER
:	ER
1054	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
performlaunchactivity	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2220	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
...	ER
11	ER
more	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.372	ER
:	ER
i	ER
/	ER
process	ER
(	ER
28664	ER
)	ER
:	ER
sending	ER
signal	ER
.	ER
pid	ER
:	ER
28664	ER
sig	ER
:9	ER
i	PRP
'm	VBP
so	RB
cunfused	VBN
with	IN
this	DT
error	NN
.	.
i	PRP
hope	VBP
there	EX
is	VBZ
someone	NN
who	WP
can	MD
help	VB
me	PRP
.	.
this	DT
is	VBZ
my	PRP$
error	NN
:	:
08	CD
-	SYM
30	CD
00	CD
:	:
24	CD
:	:
29.349	CD
:	:
e	ER
/	ER
androidruntime	ER
(	ER
2139	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
addview	JC
(	JC
viewgroup	JC
.	JC
java	JC
:	JC
3318	JC
)	JC
and	CC
this	DT
is	VBZ
my	PRP$
code	NN
:	.
import	JC
android	JC
.	JC
os	JC
.	JC
bundle	JC
;	JC
import	JC
android	JC
.	JC
app	JC
.	JC
activity	JC
;	JC
import	JC
android	JC
.	JC
content	JC
.	JC
context	JC
;	JC
import	JC
android	JC
.	JC
support	JC
.	JC
v4	JC
.	JC
view	JC
.	JC
pageradapter	JC
;	JC
import	JC
android	JC
.	JC
support	JC
.	JC
v4	JC
.	JC
view	JC
.	JC
viewpager	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
layoutinflater	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
menu	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
view	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
viewgroup	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
linearlayout	JC
;	JC
public	JC
class	JC
mainactivity	JC
extends	JC
activity	JC
{	JC
viewpager	JC
vpager	JC
;	JC
private	JC
vpadapter	JC
madapter	JC
;	JC
@	JC
override	JC
protected	JC
void	JC
oncreate	JC
(	JC
bundle	JC
savedinstancestate	JC
)	JC
{	JC
super	JC
.	JC
oncreate	JC
(	JC
savedinstancestate	JC
)	JC
;	JC
setcontentview	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
activity_main	JC
)	JC
;	JC
vpager	JC
=	JC
(	JC
viewpager	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
pager	JC
)	JC
;	JC
madapter	JC
=	JC
new	JC
vpadapter	JC
(	JC
)	JC
;	JC
vpager	JC
.	JC
setadapter	JC
(	JC
madapter	JC
)	JC
;	JC
}	JC
private	JC
class	JC
vpadapter	JC
extends	JC
pageradapter	JC
{	JC
@	JC
override	JC
public	JC
int	JC
getcount	JC
(	JC
)	JC
{	JC
//	CCM
todo	CCM
auto-generated	CCM
method	CCM
stub	CCM
return	JC
4	JC
;	JC
}	JC
@	JC
override	JC
public	JC
boolean	JC
isviewfromobject	JC
(	JC
view	JC
view	JC
,	JC
object	JC
object	JC
)	JC
{	JC
//	CCM
todo	CCM
auto-generated	CCM
method	CCM
stub	CCM
return	JC
view	JC
=	JC
=	JC
(	JC
(	JC
linearlayout	JC
)	JC
object	JC
)	JC
;	JC
}	JC
@	JC
override	JC
public	JC
object	JC
instantiateitem	JC
(	JC
viewgroup	JC
container	JC
,	JC
int	JC
position	JC
)	JC
{	JC
//	CCM
todo	CCM
auto-generated	CCM
method	CCM
stub	CCM
layoutinflater	JC
inflater	JC
=	JC
(	JC
layoutinflater	JC
)	JC
container	JC
.	JC
getcontext	JC
(	JC
)	JC
.	JC
getsystemservice	JC
(	JC
context	JC
.	JC
layout_inflater_service	JC
)	JC
;	JC
view	JC
v	JC
=	JC
null	JC
;	JC
switch	JC
(	JC
position	JC
)	JC
{	JC
case	JC
0	JC
:	JC
inflater	JC
.	JC
inflate	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
satu	JC
,	JC
null	JC
)	JC
;	JC
break	JC
;	JC
case	JC
1	JC
:	JC
inflater	JC
.	JC
inflate	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
dua	JC
,	JC
null	JC
)	JC
;	JC
break	JC
;	JC
case	JC
2	JC
:	JC
inflater	JC
.	JC
inflate	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
tiga	JC
,	JC
null	JC
)	JC
;	JC
break	JC
;	JC
case	JC
3	JC
:	JC
inflater	JC
.	JC
inflate	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
empat	JC
,	JC
null	JC
)	JC
;	JC
break	JC
;	JC
}	JC
(	JC
(	JC
viewpager	JC
)	JC
container	JC
)	JC
.	JC
addview	JC
(	JC
v	JC
,	JC
0	JC
)	JC
;	JC
return	JC
true	JC
;	JC
}	JC
}	JC
i	PRP
have	VBP
tried	VBN
many	JJ
ways	NNS
but	CC
failed	JJ
.	.
such	JJ
as	IN
changing	VBG
the	DT
position	NN
of	IN
the	DT
break	NN
and	CC
change	VB
the	DT
position	NN
view	NN
group	NN
.	.
did	VBD
i	PRP
forget	VBP
to	TO
import	JC
a	JC
library	NN
or	CC
something	NN
?	.
please	RB
help	VB
its	PRP$
the	DT
master	NN
here	RB
:	:
)	-RRB-
i	PRP
would	MD
be	VB
very	RB
grateful	JJ
if	IN
anyone	NN
could	MD
help	VB
me	PRP
.	.
thanks	VBZ
before	IN
:	:
)	-RRB-
getting	VBG
an	DT
error	NN
of	IN
invalid	JJ
double	NN
java	ER
.	ER
lang	ER
.	ER
numberformatexception	ER
invalid	ER
double	ER
:	ER
""	ER
what	WP
is	VBZ
the	DT
reason	NN
for	IN
this	DT
activity	C
1	CD
package	JC
com	JC
.	JC
example	JC
.	JC
solarcalculator	JC
;	JC
import	JC
android	JC
.	JC
os	JC
.	JC
bundle	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
button	JC
;	JC
import	JC
android	JC
.	JC
annotation	JC
.	JC
suppresslint	JC
;	JC
import	JC
android	JC
.	JC
app	JC
.	JC
activity	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
menu	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
view	JC
;	JC
import	JC
android	JC
.	JC
view	JC
.	JC
view	JC
.	JC
onclicklistener	JC
;	JC
import	JC
android	JC
.	JC
widget	JC
.	JC
edittext	JC
;	JC
import	JC
android	JC
.	JC
app	JC
.	JC
alertdialog	JC
;	JC
import	JC
android	JC
.	JC
content	JC
.	JC
intent	JC
;	JC
@	JC
suppresslint	JC
(	JC
"usevalueof"	JC
)	JC
public	JC
class	JC
mainactivity	JC
extends	JC
activity	JC
{	JC
private	JC
edittext	JC
input1	JC
;	JC
private	JC
edittext	JC
input2	JC
;	JC
private	JC
edittext	JC
input3	JC
;	JC
private	JC
edittext	JC
input4	JC
;	JC
private	JC
edittext	JC
input5	JC
;	JC
private	JC
mainactivity	JC
mcontext	JC
;	JC
@	JC
override	JC
protected	JC
void	JC
oncreate	JC
(	JC
bundle	JC
savedinstancestate	JC
)	JC
{	JC
super	JC
.	JC
oncreate	JC
(	JC
savedinstancestate	JC
)	JC
;	JC
mcontext	JC
=	JC
this	JC
;	JC
setcontentview	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
activity_main	JC
)	JC
;	JC
input5	JC
=	JC
(	JC
edittext	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
input5	JC
)	JC
;	JC
button	JC
button1	JC
=	JC
(	JC
button	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
button1	JC
)	JC
;	JC
input4	JC
=	JC
(	JC
edittext	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
input4	JC
)	JC
;	JC
input1	JC
=	JC
(	JC
edittext	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
input1	JC
)	JC
;	JC
input2	JC
=	JC
(	JC
edittext	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
input2	JC
)	JC
;	JC
input3	JC
=	JC
(	JC
edittext	JC
)	JC
findviewbyid	JC
(	JC
r	JC
.	JC
id	JC
.	JC
input3	JC
)	JC
;	JC
button1	JC
.	JC
setonclicklistener	JC
(	JC
new	JC
onclicklistener	JC
(	JC
)	JC
{	JC
@	JC
suppresswarnings	JC
(	JC
"unused"	JC
)	JC
private	JC
alertdialog	JC
show	JC
;	JC
@	JC
suppresslint	JC
(	JC
"usevalueof"	JC
)	JC
@	JC
override	JC
public	JC
void	JC
onclick	JC
(	JC
view	JC
arg0	JC
)	JC
{	JC
if	JC
(	JC
(	JC
input4	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
==""	JC
)	JC
|	JC
|	JC
(	JC
input4	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
length	JC
(	JC
)	JC
==0	JC
)	JC
|	JC
|	JC
(	JC
input5	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
length	JC
(	JC
)	JC
==0	JC
)	JC
|	JC
|	JC
(	JC
input5	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
==""	JC
)	JC
)	JC
{	JC
show	JC
=	JC
new	JC
alertdialog	JC
.	JC
builder	JC
(	JC
mcontext	JC
)	JC
.	JC
settitle	JC
(	JC
"error"	JC
)	JC
.	JC
setmessage	JC
(	JC
"someinputsareempty"	JC
)	JC
.	JC
setpositivebutton	JC
(	JC
"ok"	JC
,	JC
null	JC
)	JC
.	JC
show	JC
(	JC
)	JC
;	JC
}	JC
else	JC
if	JC
(	JC
(	JC
input1	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
length	JC
(	JC
)	JC
!=0	JC
)	JC
&	JC
amp	JC
;	JC
&	JC
amp	JC
;	JC
(	JC
input3	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
length	JC
(	JC
)	JC
==0	JC
)	JC
&	JC
amp	JC
;	JC
&	JC
amp	JC
;	JC
(	JC
input2	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
length	JC
(	JC
)	JC
==0	JC
)	JC
)	JC
{	JC
double	JC
w	JC
=	JC
new	JC
double	JC
(	JC
input3	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
double	JC
t	JC
=	JC
new	JC
double	JC
(	JC
input4	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
double	JC
x	JC
=	JC
new	JC
double	JC
(	JC
input5	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
float	JC
e	JC
=	JC
7	JC
;	JC
double	JC
num	JC
=	JC
1000	JC
*	JC
x	JC
;	JC
double	JC
den	CCM
=	CCM
w*t	CCM
*	CCM
e	JC
;	JC
double	JC
payback	JC
=	JC
num	JC
/	JC
den	CCM
;	CCM
double	JC
money	NN
=	JC
w*t	JC
*	JC
e	JC
/	JC
1000	JC
;	JC
intent	JC
intent	JC
=	JC
new	JC
intent	JC
(	JC
mainactivity	JC
.	JC
this	JC
,	JC
power	NN
.	.
class	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"payback"	JC
,	JC
payback	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"money"	JC
,	JC
money	NN
)	JC
;	JC
startactivity	JC
(	JC
intent	JC
)	JC
;	JC
}	JC
else	JC
if	JC
(	JC
(	JC
input1	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
length	JC
(	JC
)	JC
==0	JC
)	JC
&	JC
amp	JC
;	JC
&	JC
amp	JC
;	JC
(	JC
input3	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
length	JC
(	JC
)	JC
!=0	JC
)	JC
&	JC
amp	JC
;	JC
&	JC
amp	JC
;	JC
(	JC
input2	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
length	JC
(	JC
)	JC
!=0	JC
)	JC
)	JC
{	JC
double	JC
t	JC
=	JC
new	JC
double	JC
(	JC
input4	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
double	JC
x	JC
=	JC
new	JC
double	JC
(	JC
input5	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
double	JC
v	JC
=	JC
new	JC
double	JC
(	JC
input2	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
double	JC
i	JC
=	JC
new	JC
double	JC
(	JC
input3	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
float	JC
e	JC
=	JC
7	JC
;	JC
double	JC
num	JC
=	JC
1000	JC
*	JC
x	JC
;	JC
double	JC
den	CCM
=	CCM
v	CCM
*	CCM
i*t	CCM
*	CCM
e	JC
;	JC
double	JC
payback	JC
=	JC
num	JC
/	JC
den	CCM
;	CCM
double	JC
money	NN
=	SYM
v	CCM
*	CCM
i*t	CCM
*	CCM
e	CCM
/	JC
1000	JC
;	JC
intent	JC
intent	JC
=	JC
new	JC
intent	JC
(	JC
mainactivity	JC
.	JC
this	JC
,	JC
power	NN
.	.
class	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"payback"	JC
,	JC
payback	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"money"	JC
,	JC
money	NN
)	JC
;	JC
startactivity	JC
(	JC
intent	JC
)	JC
;	JC
}	JC
else	JC
{	JC
double	JC
t	JC
=	JC
new	JC
double	JC
(	JC
input4	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
double	JC
x	JC
=	JC
new	JC
double	JC
(	JC
input5	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
double	JC
v	JC
=	JC
new	JC
double	JC
(	JC
input2	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
double	JC
i	JC
=	JC
new	JC
double	JC
(	JC
input3	JC
.	JC
gettext	JC
(	JC
)	JC
.	JC
tostring	JC
(	JC
)	JC
)	JC
;	JC
float	JC
e	JC
=	JC
7	JC
;	JC
double	JC
num	JC
=	JC
1000	JC
*	JC
x	JC
;	JC
double	JC
den	CCM
=	CCM
v	CCM
*	CCM
i*t	CCM
*	CCM
e	JC
;	JC
double	JC
payback	JC
=	JC
num	JC
/	JC
den	CCM
;	CCM
double	JC
money	NN
=	SYM
v	CCM
*	CCM
i*t	CCM
*	CCM
e	CCM
/	JC
1000	JC
;	JC
intent	JC
intent	JC
=	JC
new	JC
intent	JC
(	JC
mainactivity	JC
.	JC
this	JC
,	JC
power	NN
.	.
class	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"payback"	JC
,	JC
payback	JC
)	JC
;	JC
intent	JC
.	JC
putextra	JC
(	JC
"money"	JC
,	JC
money	NN
)	JC
;	JC
startactivity	JC
(	JC
intent	JC
)	JC
;	JC
}	JC
}	JC
}	JC
)	JC
;	JC
}	JC
@	JC
override	JC
public	JC
boolean	JC
oncreateoptionsmenu	JC
(	JC
menu	JC
menu	JC
)	JC
{	JC
//	CCM
inflate	CCM
the	CCM
menu	CCM
;	CCM
this	CCM
adds	CCM
items	CCM
to	CCM
the	CCM
action	CCM
bar	CCM
if	CCM
it	CCM
is	CCM
present	CCM
.	CCM
getmenuinflater	JC
(	JC
)	JC
.	JC
inflate	JC
(	JC
r	JC
.	JC
menu	JC
.	JC
main	JC
,	JC
menu	JC
)	JC
;	JC
return	JC
true	JC
;	JC
}	JC
}	JC
activity	C
2	C
package	JC
com	JC
.	JC
example	JC
.	JC
solarcalculator	JC
;	JC
import	JC
android	JC
.	JC
annotation	JC
