there	EX
)	JC
)	JC
{	JC
case	JC
0	JC
:	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
left	JC
)	JC
;	JC
break	JC
;	JC
case	JC
1	JC
:	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
center	JC
)	JC
;	JC
break	JC
;	JC
case	JC
2	JC
:	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
right	JC
)	JC
;	JC
break	JC
;	JC
}	JC
}	JC
else	JC
{	JC
display	JC
.	JC
settext	JC
(	JC
"invalid"	JC
)	JC
;	JC
display	JC
.	JC
setgravity	JC
(	JC
gravity	JC
.	JC
center	JC
)	JC
;	JC
display	JC
.	JC
settextcolor	JC
(	JC
color	JC
.	JC
white	JC
)	JC
;	JC
}	JC
break	JC
;	JC
case	JC
r	JC
.	JC
id	JC
.	JC
tbpassword	JC
:	JC
if	JC
(	JC
passtoggle	JC
.	JC
ischecked	JC
(	JC
)	JC
==	JC
true	JC
)	JC
{	JC
input	JC
.	JC
setinputtype	JC
(	JC
inputtype	JC
.	JC
type_class	JC
_	JC
text	JC
|	JC
inputtype	JC
.	JC
type_text_variation_password	JC
)	JC
;	JC
}	JC
else	JC
{	JC
input	JC
.	JC
setinputtype	JC
(	JC
inputtype	JC
.	JC
type_class_text	JC
)	JC
;	JC
}	JC
break	JC
;	JC
}	JC
}	JC
}	JC
i	PRP
know	VBP
it	PRP
s	VBZ
a	DT
easy	JJ
topic	NN
but	CC
i	PRP
get	VBP
error	NN
always	RB
.	.
.	.
i	PRP
get	VBP
strings	NNS
from	IN
an	DT
xml	NNP
file	NN
that	IN
data	NNS
contains	VBZ
sth	NN
like	IN
262626	CD
i	PRP
tried	VBD
to	TO
convert	VB
this	DT
string	NN
to	TO
mb	C
(	C
/	C
1024	C
)	C
form	NN
.	.
but	CC
it	PRP
did	VBD
not	RB
convert	VB
to	TO
int	C
or	CC
long	C
can	MD
some	DT
one	CD
help	VB
me	PRP
?	.
here	RB
is	VBZ
what	WP
i	PRP
tested	VBD
string	JC
size	JC
=	JC
parser	JC
.	JC
getvalue	JC
(	JC
e	JC
,	JC
parser	JC
.	JC
key_filesizeinbyte	JC
)	JC
;	JC
log	JC
.	JC
i	JC
(	JC
"menuitems"	JC
,	JC
size	JC
)	JC
;	JC
try	JC
{	JC
int	JC
s	JC
=	JC
integer	JC
.	JC
parseint	JC
(	JC
size	JC
)	JC
;	JC
log	JC
.	JC
i	JC
(	JC
"s"	JC
,	JC
getstring	JC
(	JC
s	JC
)	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
exception	JC
e1	JC
)	JC
{	JC
log	JC
.	JC
i	JC
(	JC
"error"	JC
,	JC
e1	JC
.	JC
getmessage	JC
(	JC
)	JC
)	JC
;	JC
}	JC
i	PRP
also	RB
tested	VBD
integer	JC
.	JC
valueof	JC
(	JC
str	JC
)	JC
;	JC
here	RB
is	VBZ
the	DT
error	NN
that	IN
i	PRP
recieve	VBP
:	.
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.652	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
97035	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.652	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x00017b0b	.
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.652	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x17b0b	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
2957	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x00000b8	C
d	C
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0xb8	ER
d	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
559711	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x000	SYM
88	CD
a5f	.
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x88	ER
a5f	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
153651	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x000258	CD
33	CD
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0x258	ER
33	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
1733630	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x001a73fe	.
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x1a73fe	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
532105	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x00081e8	SYM
9	CD
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.692	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x81e8	ER
9	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
28817	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0000709	CD
1	CD
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0x709	ER
1	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
90787	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x000162a3	.
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x162a3	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
33556	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x00008	CD
314	CD
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0x8	ER
314	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
122145	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0001dd21	.
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x1dd21	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
323312	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0004eef0	.
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x4eef0	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
532676	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0008	CD
20c4	NN
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.702	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0x8	ER
20c4	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
49133	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0000bfed	VBN
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0xbfed	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
622507	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0009	CD
7fab	NN
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0x9	ER
7fab	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
57333	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x0000dff5	.
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id	ER
#	ER
0xdff5	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
menuitems	ER
(	ER
6819	ER
)	ER
:	ER
17265	ER
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
w	ER
/	ER
resourcetype	ER
(	ER
6819	ER
)	ER
:	ER
no	DT
package	NN
identifier	NN
when	WRB
getting	VBG
value	NN
for	IN
resource	NN
number	NN
0x00004371	CD
04	ER
-	ER
15	ER
23	ER
:	ER
06	ER
:	ER
17.712	ER
:	ER
i	ER
/	ER
error	ER
(	ER
6819	ER
)	ER
:	ER
string	ER
resource	ER
id#0x4371	ER
i	PRP
created	VBD
an	DT
empty	JJ
project	NN
to	TO
try	VB
to	TO
implement	VB
the	DT
slidingmenu	C
from	IN
https	NNP
:	:
//github.com/jfeinstein10/slidingmenu	URI
:	:
when	WRB
i	PRP
run	VBP
my	PRP$
application	NN
,	,
it	PRP
crashes	VBZ
on	IN
start	NN
and	CC
i	PRP
do	VBP
n't	RB
know	VB
what	WP
went	VBD
wrong	JJ
,	,
please	RB
help	VB
!	.
my	PRP$
android	NNP
code	NN
:	.
public	JC
class	JC
_	JC
isellcrazystuff	JC
extends	JC
slidingactivity	JC
{	JC
@	JC
override	JC
public	JC
void	JC
oncreate	JC
(	JC
bundle	JC
savedinstancestate	JC
)	JC
{	JC
super	JC
.	JC
oncreate	JC
(	JC
savedinstancestate	JC
)	JC
;	JC
setcontentview	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
activity	JC
__i_sell_crazy_stuff	JC
)	JC
;	JC
settitle	JC
(	JC
r	JC
.	JC
string	JC
.	JC
attach	JC
)	JC
;	JC
slidingmenu	JC
menu	JC
=	JC
new	JC
slidingmenu	JC
(	JC
this	JC
)	JC
;	JC
menu	JC
.	JC
setmode	JC
(	JC
slidingmenu	JC
.	JC
left	JC
)	JC
;	JC
menu	JC
.	JC
settouchmodeabove	JC
(	JC
slidingmenu	JC
.	JC
touchmode_fullscreen	JC
)	JC
;	JC
menu	JC
.	JC
setshadowwidthres	JC
(	JC
r	JC
.	JC
dimen	JC
.	JC
shadow_width	JC
)	JC
;	JC
menu	JC
.	JC
setshadowdrawable	JC
(	JC
r	JC
.	JC
drawable	JC
.	JC
shadow	JC
)	JC
;	JC
menu	JC
.	JC
setbehindoffsetres	JC
(	JC
r	JC
.	JC
dimen	JC
.	JC
slidingmenu_offset	JC
)	JC
;	JC
menu	JC
.	JC
setfadedegree	JC
(	JC
0.35f	JC
)	JC
;	JC
menu	JC
.	JC
attachtoactivity	JC
(	JC
this	JC
,	JC
slidingmenu	JC
.	JC
sliding_content	JC
)	JC
;	JC
menu	JC
.	JC
setmenu	JC
(	JC
r	JC
.	JC
layout	JC
.	JC
menu	JC
)	JC
;	JC
}	JC
}	JC
my	PRP$
logcat	NN
:	.
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.340	ER
:	ER
e	ER
/	ER
trace	ER
(	ER
28664	ER
)	ER
:	ER
error	ER
opening	ER
trace	ER
file	ER
:	ER
no	DT
such	JJ
file	NN
or	CC
directory	NN
(	-LRB-
2	CD
)	-RRB-
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
w	ER
/	ER
dalvikvm	ER
(	ER
28664	ER
)	ER
:	ER
unable	ER
to	ER
resolve	ER
superclass	ER
of	ER
lcom	ER
/	ER
example	ER
/	ER
it3783application	ER
/	ER
_	ER
isellcrazystuff	ER
;	ER
(	ER
473	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
w	ER
/	ER
dalvikvm	ER
(	ER
28664	ER
)	ER
:	ER
link	ER
of	ER
class	ER
'	ER
lcom	ER
/	ER
example	ER
/	ER
it3783application	ER
/	ER
_	ER
isellcrazystuff	ER
;	ER
'	ER
failed	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
d	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
shutting	ER
down	ER
vm	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
w	ER
/	ER
dalvikvm	ER
(	ER
28664	ER
)	ER
:	ER
threadid	ER
=	ER
1	ER
:	ER
thread	ER
exiting	ER
with	ER
uncaught	ER
exception	ER
(	ER
group	ER
=	ER
0x4129c930	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
fatal	ER
exception	ER
:	ER
main	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
runtimeexception	ER
:	ER
unable	ER
to	ER
instantiate	ER
activity	ER
componentinfo	ER
{	ER
com	ER
.	ER
example	ER
.	ER
it3783application/com.example.it3783application._isellcrazystuff	ER
}	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
classnotfoundexception	ER
:	ER
didn't	ER
find	ER
class	ER
""	ER
com	ER
.	ER
example	ER
.	ER
it378	ER
3application	ER
._isellcrazystuff"	ER
"	ER
on	ER
path	ER
:	ER
/	ER
data	ER
/	ER
app	ER
/	ER
com	ER
.	ER
example	ER
.	ER
it3783application-1	ER
.	ER
apk	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
performlaunchactivity	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2229	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
handlelaunchactivity	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
2363	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
access	ER
$	ER
600	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
156	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread$h	ER
.	ER
handlemessage	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
1250	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
handler	ER
.	ER
dispatchmessage	ER
(	ER
handler	ER
.	ER
java	ER
:	ER
99	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
looper	ER
.	ER
loop	ER
(	ER
looper	ER
.	ER
java	ER
:	ER
137	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
main	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
5233	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invokenative	ER
(	ER
native	ER
method	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invoke	ER
(	ER
method	ER
.	ER
java	ER
:	ER
511	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit$methodandargscaller	ER
.	ER
run	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
799	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit	ER
.	ER
main	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
566	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
at	ER
dalvik	ER
.	ER
system	ER
.	ER
nativestart	ER
.	ER
main	ER
(	ER
native	ER
method	ER
)	ER
06	ER
-	ER
26	ER
01	ER
:	ER
10	ER
:	ER
40.364	ER
:	ER
e	ER
/	ER
androidruntime	ER
(	ER
28664	ER
)	ER
:	ER
caused	ER
by	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
classnotfoundexception	ER
:	ER
didn't	ER
find	ER
class	ER
""	ER
com	ER
.	ER
example	ER
.	ER
it378	ER
3application	ER
._isellcrazystuff"	ER
